"Name","Start Year","End Year","Era Label","is_circa","is_active","Score"
"Chang Ucchin","1917","27.0","1917–27","False","False","0"
"Chuta Kimura","1917","1987.0","1917–1987","False","False","0"
"Asoke Kumar Bhattacharyya","1919","11.0","1919–11","False","False","0"
"Ateliers d'Art Sacré","1919","1947.0","1919–1947","False","False","3"
"Bauhaus Archive","1919","1933.0","1919–1933","False","False","35"
"Broadway (typeface)","1920","","1920s","False","False","0"
"Danish modern","1920","","1920s","False","False","13"
"Cubist sculpture","1920","","1920s","False","False","3"
"Crystal Cubism","1920","","1920s","False","False","59"
"Brandon Grotesque","1920","","1920s","False","False","0"
"California Scene Painting","1920","","1920s","False","False","6"
"Bauhaus Foundation Tel Aviv","1920","","1920s","False","False","5"
"Atasi Barua","1921","26.0","1921–26","False","False","0"
"Berezil Theatre","1922","1933.0","1922–1933","False","False","0"
"Blok (avant-garde group)","1924","1926.0","1924–1926","False","False","0"
"Combine painting","1925","2008.0","1925–2008","False","False","6"
"Crosby Hall, London","1925","1926.0","1925–1926","False","False","3"
"Daniel P. Biebuyck","1925","31.0","1925–31","False","False","3"
"André Jammes","1927","15.0","1927–15","False","False","0"
"Anna Fárová","1928","27.0","1928–27","False","False","0"
"Cyril Mango","1928","8.0","1928–8","False","False","0"
"Ara Güler Museum","1928","17.0","1928–17","False","False","0"
"Backslash","1930","","1930s","False","False","0"
"Aeroflot House","1930","","1930s","False","False","0"
"Buzzy Bee","1930","","1930s","False","False","0"
"Avant-garde photography in Japan","1930","","1930s","False","False","3"
"Chagdud Tulku Rinpoche","1930","2002.0","1930–2002","False","False","0"
"Cantonese bopomofo","1930","","1930s","False","False","3"
"Dakar School","1930","","1930s","False","False","13"
"Agency FB","1930","","1930s","False","False","0"
"Air Pirates","1930","","1930s","False","False","0"
"Dada","1930","","1930s","False","False","10"
"Bijutsu Bunka Kyōkai","1930","","1930s","False","False","0"
"Bolshoy Dom","1931","32.0","1931–32","False","False","0"
"B. N. Mukherjee","1932","4.0","1932–4","False","False","0"
"Antonio Asis","1932","2019.0","1932–2019","False","False","0"
"Carter Sans","1932","40.0","1932–40","False","False","0"
"Charles R. Lyons","1933","11.0","1933–11","False","False","0"
"Black Paintings (Stella)","1936","2024.0","1936–2024","False","False","0"
"Catholic Art Association","1937","","c. 1937","True","False","0"
"Anis Farooqi","1938","8.0","1938–8","False","False","0"
"Abstract impressionism","1940","","1940s","False","False","13"
"Color field","1940","","1940s","False","False","16"
"Acousmatic music","1940","","1940s","False","False","0"
"All India Fine Arts and Crafts Society","1940","","1940s","False","False","3"
"Arte Informale","1940","","1940s","False","False","16"
"Barcelona International Centre of Photography","1943","1985.0","1943–1985","False","False","6"
"Aziz Amoura","1944","12.0","1944–12","False","False","0"
"Art in the San Francisco Bay Area (book)","1945","1980.0","1945–1980","False","False","6"
"Bega Valley Arts and Crafts Society","1946","","c. 1946","True","False","3"
"4′33″","1947","48.0","1947–48","False","False","0"
"András Riedlmayer","1947","9.0","1947–9","False","False","6"
"André Rouillé","1948","7.0","1948–7","False","False","0"
"Alexis Hunter","1948","24.0","1948–24","False","False","3"
"California Clay Movement","1950","","1950s","False","False","3"
"Bokujinkai","1950","","1950s","False","False","0"
"Bromwich Hall - The Manor House Museum","1950","","1950s","False","False","0"
"AI art","1950","","1950s","False","False","3"
"All-over painting","1950","","1950s","False","False","0"
"Coquette aesthetic","1950","60.0","1950–60","False","False","6"
"Church of the SubGenius","1950","","1950s","False","False","0"
"Conceptual art","1950","","1950s","False","False","12"
"A-frame building","1950","","1950s","False","False","0"
"Antipodeans","1950","","1950s","False","False","3"
"Artizon Museum","1952","","c. 1952","True","False","0"
"Aperture (magazine)","1952","","c. 1952","True","False","3"
"Christian Caujolle","1953","20.0","1953–20","False","False","0"
"Columbus Tower (San Francisco)","1958","1972.0","1958–1972","False","False","0"
"Asian American art","1960","","1960s","False","False","0"
"Arte Povera","1960","","1960s","False","False","19"
"Black Arts Movement","1960","","1960s","False","False","25"
"Camp Records","1960","","1960s","False","False","0"
"Blotter art","1960","","1960s","False","False","0"
"Contemporary realism","1960","","1960s","False","False","6"
"Computer-aided design","1960","","1960s","False","False","0"
"Conceptual photography","1960","","1960s","False","False","3"
"Compugraphic","1960","","c. 1960","True","False","0"
"Australian Academy of Art","1960","","1960s","False","False","3"
"Art pop","1960","","1960s","False","False","12"
"Chicano art movement","1960","","1960s","False","False","19"
"Anti-art","1960","","1960s","False","False","3"
"Cinema Novo","1960","","1960s","False","False","13"
"Czechoslovak New Wave","1960","","1960s","False","False","3"
"Aouchem","1967","","c. 1967","True","False","0"
"22 Parkside","1968","70.0","1968–70","False","False","0"
"Chinese Tower","1970","","1970s","False","False","0"
"Chinese Apartment Art","1970","","1970s","False","False","3"
"Chicano Movement","1970","","1970s","False","False","18"
"Chatter Telephone","1970","","1970s","False","False","3"
"Club 57 (nightclub)","1970","","1970s","False","False","0"
"Cattle Queen Snowshoe Cabin","1970","","1970s","False","False","0"
"Captain Goodvibes","1970","","1970s","False","False","0"
"Budapest school","1970","","1970s","False","False","3"
"Bud Plant Inc.","1970","","1970s","False","False","0"
"Brushmen of the Bush","1970","","1970s","False","False","6"
"British high-tech architecture","1970","","1970s","False","False","6"
"Ben Frank's","1970","","1970s","False","False","0"
"Art in the Streets","1970","","1970s","False","False","0"
"Arts of Asia","1970","","c. 1970","True","False","0"
"At sign","1970","","1970s","False","False","0"
"Australian New Wave","1970","","1970s","False","False","3"
"Abstract illusionism","1970","","1970s","False","False","3"
"A Single Match","1970","","1970s","False","False","6"
"155 Mercer Street","1970","","1970s","False","False","0"
"Armageddon (underground comic)","1972","1974.0","1972–1974","False","False","0"
"Charles Harrison (art historian)","1977","2005.0","1977–2005","False","False","0"
"Christians in the Visual Arts","1979","","c. 1979","True","False","0"
"Anti-Pearlman Permanent Poster League","1979","1984.0","1979–1984","False","False","0"
"Arcade (comics magazine)","1980","","1980s","False","False","0"
"Choc (typeface)","1980","","1980s","False","False","0"
"Bouma","1980","","1980s","False","False","0"
"Commercial graffiti","1980","","1980s","False","False","3"
"Chanthou Oeur","1980","","1980s","False","False","0"
"Cinéma du look","1980","","1980s","False","False","3"
"Arthur Young House","1980","","1980s","False","False","0"
"Centra Building","1980","","1980s","False","False","0"
"Deconstruction (fashion)","1980","","1980s","False","False","3"
"Cool S","1980","","1980s","False","False","0"
"Dastkar","1981","","c. 1981","True","False","0"
"Birmingham ElectroAcoustic Sound Theatre","1982","","c. 1982","True","False","0"
"Aux Manir","1982","2009.0","1982–2009","False","False","0"
"Atlantic University (Puerto Rico)","1983","","c. 1983","True","False","0"
"China Media Group Headquarters","1983","","c. 1983","True","False","0"
"Baraza la Sanaa la Taifa","1984","","c. 1984","True","False","0"
"Antique Tribal Art Dealers Association","1988","","c. 1988","True","False","0"
"Alamillo Bridge","1989","","c. 1989","True","False","0"
"Circus Amok","1989","","c. 1989","True","False","0"
"Computer Space forum","1989","","c. 1989","True","False","0"
"Adbusters","1989","","c. 1989","True","False","3"
"Afrofuturism","1990","","1990s","False","False","6"
"Cynical realism","1990","","1990s","False","False","19"
"Ancient Bath House of Nazareth","1990","","1990s","False","False","3"
"Danmei","1990","","1990s","False","False","10"
"Computer font","1990","","1990s","False","False","0"
"Benjamin Franklin Smyth House","1990","","1990s","False","False","0"
"Bongo people (South Sudan)","1990","","1990s","False","False","0"
"Bohemian Embassy","1990","","1990s","False","False","0"
"Blobitecture","1990","","1990s","False","False","6"
"Banksy","1990","","1990s","False","False","0"
"Creaking Pagoda","1990","","1990s","False","False","0"
"CrimethInc.","1990","","1990s","False","False","3"
"ASCII porn","1990","","1990s","False","False","0"
"American eccentric cinema","1990","","1990s","False","False","6"
"130 Colmore Row","1990","","1990s","False","False","0"
"Decadent Action","1990","","1990s","False","False","0"
"Contemporary African art","1990","","1990s","False","False","0"
"Contemplation of Money","1990","","1990s","False","False","0"
"Cisfinitum","1990","","1990s","False","False","0"
"Centro Financiero Confinanzas","1990","","c. 1990","True","False","0"
"Antagon TheaterAKTion","1990","","c. 1990","True","False","0"
"Cybergoth","1990","","1990s","False","False","0"
"Close-Act Theatre","1991","","c. 1991","True","False","0"
"Ars Mathematica (organization)","1992","","c. 1992","True","False","0"
"Couple in The Cage: Two Undiscovered Amerindians Visit the West","1992","93.0","1992–93","False","False","0"
"Charcoal (typeface)","1994","1997.0","1994–1997","False","False","0"
"California Academy of Tauromaquia","1996","","c. 1996","True","False","0"
"Ada X","1996","","c. 1996","True","False","0"
"Arvind Gaur","1997","98.0","1997–98","False","False","0"
"Auditorio de Tenerife","1997","","c. 1997","True","False","0"
"ASCII ribbon campaign","1998","","c. 1998","True","False","0"
"Cruz del Tercer Milenio","1999","","c. 1999","True","False","0"
"Cyberpunk","1999","2003.0","1999–2003","False","False","3"
"388 Bridge Street","2000","","2000s","False","False","0"
"21st-century domes","2000","2100.0","21th century","False","False","0"
"Acousmatic sound","2000","","2000s","False","False","0"
"Artmajeur","2000","","c. 2000","True","False","0"
"Corecore","2000","2100.0","21th century","False","False","6"
"Art is a Business","2000","","2000s","False","False","0"
"Comparison of digital and film photography","2000","2100.0","21th century","False","False","3"
"Beth Sholom Synagogue (Elkins Park, Pennsylvania)","2000","2100.0","21th century","False","False","0"
"BloodRayne 2","2000","","2000s","False","False","0"
"Canal Contemporâneo","2000","2001.0","2000–2001","False","False","0"
"Classical Realism","2000","2100.0","21th century","False","False","6"
"-core","2000","","2000s","False","False","6"
"Chengdu Biennale","2001","","c. 2001","True","False","0"
"Art of Movement","2002","","c. 2002","True","False","0"
"Constantia (typeface)","2003","","c. 2003","True","False","0"
"Dabene Treasure","2004","2007.0","2004–2007","False","False","3"
"Burj Khalifa","2004","","c. 2004","True","False","0"
"Bhavani Jamakkalam","2005","6.0","2005–06","False","False","0"
"Allianz Arena","2005","6.0","2005–06","False","False","0"
"African Renaissance Monument","2006","","c. 2006","True","False","50"
"D1 Tower","2007","","c. 2007","True","False","0"
"Bamum script","2007","","c. 2007","True","False","0"
"African Artists' Foundation","2007","","c. 2007","True","False","0"
"Bakhmetevsky Bus Garage","2007","2008.0","2007–2008","False","False","0"
"Creative Commons Hungary","2008","2017.0","2008–2017","False","False","0"
"Columbus All Nations SDA Church","2009","","c. 2009","True","False","0"
"Avenida de Colores","2010","","c. 2010","True","False","0"
"Dark academia","2010","","2010s","False","False","6"
"Center for Genomic Gastronomy","2010","","c. 2010","True","False","0"
"Addis Foto Fest","2010","","c. 2010","True","False","0"
"Corporate Memphis","2010","","2010s","False","False","6"
"Baptismal font (Hildesheim)","2010","2014.0","2010–2014","False","False","0"
"AARON","2010","","2010s","False","False","0"
"Cook & Becker","2011","","c. 2011","True","False","0"
"10x10 Photobooks","2012","","c. 2012","True","False","3"
"Chettinad Kottan","2012","13.0","2012–13","False","False","0"
"Belgium Performance Festival","2013","","c. 2013","True","False","0"
"Consumer Aesthetics Research Institute","2014","","c. 2014","True","False","3"
"Caden Manson","2014","2019.0","2014–2019","False","False","0"
"Congolese Plantation Workers Art League","2014","","c. 2014","True","False","0"
"Afriwood Comics","2015","","c. 2015","True","False","0"
"As Long As Possible","2015","2017.0","2015–2017","False","False","0"
"City of Manchester Stadium","2015","16.0","2015–16","False","False","0"
"Ancient Art Archive","2016","","c. 2016","True","False","0"
"Cercle (company)","2016","","c. 2016","True","False","0"
"A24","2017","2020.0","2017–2020","False","False","0"
"1-54","2018","","c. 2018","True","False","0"
"Create Streets","2018","2020.0","2018–2020","False","False","0"
"Chapel of the Good Shepherd (Louise Nevelson)","2018","2019.0","2018–2019","False","False","0"
"Brandalism","2019","2020.0","2019–2020","False","False","0"
"Bored Ape","2021","2022.0","2021–2022","False","False","0"
"Aazhi Archives","2022","","c. 2022","True","False","3"
